# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 69K of event 'cpu-clock:pppH'
# Event count (approx.): 17286500000
#
# Overhead  Command          Shared Object       Symbol                                                                
# ........  ...............  ..................  ......................................................................
#
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ea2b
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057eaba
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057eac1
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057eb4d
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057eb88
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ebb1
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ebd3
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ec44
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ec7e
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ed84
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ed8c
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000058288d
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005828a0
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000058473c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000584744
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000058474f
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000058475d
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005847de
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005847f5
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000584809
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000584811
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059791d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597928
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059793d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597960
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005979e1
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597a04
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597a26
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597a2e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597a32
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597a3a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597a75
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597b52
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597ba2
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597bb7
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597bcc
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597c10
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597c46
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597ce8
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597cec
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597cfa
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597d3b
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597dd0
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597dda
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597dfc
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597e00
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597e03
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597e16
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597e3f
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597e7e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597f9e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597fae
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597fb0
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005995d4
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005995dc
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005995f5
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599601
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599608
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059960e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599620
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059962c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599634
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059963c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599675
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059967c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599863
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599874
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059988a
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059988f
     0.00%  DartWorker       ld-2.31.so          [.] 0x0000000000020026
     0.00%  DartWorker       libc-2.31.so        [.] __merge_grp
     0.00%  DartWorker       libc-2.31.so        [.] __strstr_sse2
     0.00%  DartWorker       libpthread-2.31.so  [.] __lll_lock_wait
     0.00%  DartWorker       libpthread-2.31.so  [.] _pthread_cleanup_push
     0.00%  DartWorker       libpthread-2.31.so  [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.00%  DartWorker       libtransport.so     [.] Dart_PostCObject@plt
     0.00%  DartWorker       libtransport.so     [.] fiber_channel_get_msg_timeout@plt
     0.00%  DartWorker       libtransport.so     [.] fiber_channel_has_writers@plt
     0.00%  DartWorker       [unknown]           [k] 0xffffffffc0645bb5
     0.00%  benchmark.exe    [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%  benchmark.exe    [kernel.vmlinux]    [k] copy_page_regs
     0.00%  benchmark.exe    [kernel.vmlinux]    [k] do_user_addr_fault
     0.00%  benchmark.exe    [kernel.vmlinux]    [k] up_read
     0.00%  benchmark.exe    benchmark.exe       [.] 0x0000000000332828
     0.00%  benchmark.exe    benchmark.exe       [.] 0x0000000000334576
     0.00%  benchmark.exe    ld-2.31.so          [.] do_lookup_x
     0.00%  benchmark.exe    libc-2.31.so        [.] __merge_grp
     0.00%  dart:benchmark.  [kernel.vmlinux]    [k] do_user_addr_fault
     0.00%  dart:benchmark.  [kernel.vmlinux]    [k] get_page_from_freelist
     0.00%  dart:benchmark.  [kernel.vmlinux]    [k] mm_update_next_owner
     0.00%  dart:benchmark.  [kernel.vmlinux]    [k] next_uptodate_page
     0.00%  dart:benchmark.  benchmark.exe       [.] 0x0000000000323ab2
     0.00%  dart:benchmark.  benchmark.exe       [.] 0x00000000003e04d5


#
# (Tip: For hierarchical output, try: perf report --hierarchy)
#
